row,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,bin_num,bin_cat,ord_num,ord_cat,dateTime,year,age,elapsed_days,month,hour,nominal_num,nominal_cat
10571,-117.75,33.72,10.0,2464,347.0,1241.0,366.0,8.7603,362500.0,<1H OCEAN,0.0,No,1.0,Very Low,2017-12-25 12:00:00,2010.0,31.0,70.0,2.0,22.0,0.0,Violet
10572,-117.76,33.72,15.0,941,266.0,366.0,248.0,4.3636,148400.0,<1H OCEAN,0.0,No,5.0,Very High,2017-10-01 00:00:00,2010.0,43.0,96.0,9.0,18.0,0.0,Violet
10573,-117.76,33.71,15.0,1010,350.0,470.0,342.0,3.2229,108300.0,<1H OCEAN,0.0,No,4.0,High,2025-10-19 04:00:00,2017.0,14.0,196.0,5.0,20.0,1.0,Pink
10574,-117.74,33.73,18.0,328,68.0,391.0,60.0,4.1167,87500.0,<1H OCEAN,0.0,No,4.0,High,2019-02-26 05:00:00,2015.0,18.0,124.0,11.0,12.0,2.0,Blue
10575,-117.69,33.66,11.0,2630,327.0,1256.0,352.0,8.2953,350500.0,<1H OCEAN,0.0,No,3.0,Medium,2020-12-23 05:00:00,2017.0,20.0,78.0,3.0,4.0,0.0,Violet
10576,-117.69,33.66,5.0,4246,689.0,1933.0,722.0,6.9501,225700.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2023-09-15 23:00:00,2007.0,31.0,42.0,4.0,9.0,2.0,Blue
10577,-117.67,33.67,5.0,10534,2035.0,4656.0,1863.0,5.7797,309200.0,<1H OCEAN,0.0,No,5.0,Very High,2016-01-20 06:00:00,2000.0,34.0,65.0,11.0,19.0,3.0,Green
10578,-117.67,33.66,4.0,10175,2181.0,4762.0,1929.0,4.7341,237400.0,<1H OCEAN,0.0,No,2.0,Low,2019-06-07 04:00:00,2009.0,39.0,136.0,10.0,8.0,4.0,Red
10579,-117.68,33.65,6.0,10395,1915.0,4783.0,1811.0,5.928,239900.0,<1H OCEAN,1.0,Yes,3.0,Medium,2022-03-24 00:00:00,2000.0,24.0,5.0,12.0,7.0,4.0,Red
10580,-117.64,33.68,4.0,5687,970.0,2677.0,938.0,6.5069,243400.0,<1H OCEAN,1.0,Yes,4.0,High,2022-12-19 13:00:00,2024.0,26.0,113.0,6.0,9.0,2.0,Blue
10581,-117.7,33.72,6.0,211,51.0,125.0,44.0,1.9659,500001.0,<1H OCEAN,1.0,Yes,4.0,High,2022-09-19 03:00:00,2002.0,25.0,152.0,3.0,14.0,1.0,Pink
10582,-117.69,33.65,15.0,5394,748.0,2383.0,706.0,7.5619,302000.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2020-07-06 20:00:00,2002.0,29.0,9.0,1.0,14.0,0.0,Violet
10583,-117.7,33.64,15.0,5743,773.0,2380.0,773.0,8.1926,326600.0,<1H OCEAN,0.0,No,4.0,High,2024-03-07 02:00:00,2019.0,13.0,101.0,12.0,12.0,2.0,Blue
10584,-117.69,33.63,23.0,1444,260.0,792.0,253.0,4.9079,273800.0,<1H OCEAN,1.0,Yes,5.0,Very High,2023-04-16 13:00:00,2002.0,34.0,207.0,6.0,11.0,3.0,Green
10585,-117.69,33.64,18.0,3783,654.0,1843.0,623.0,5.7559,215800.0,<1H OCEAN,0.0,No,5.0,Very High,2017-01-19 20:00:00,2019.0,40.0,134.0,2.0,18.0,1.0,Pink
10586,-117.69,33.64,16.0,2592,372.0,1279.0,383.0,6.9741,262000.0,<1H OCEAN,0.0,No,3.0,,2018-09-17 15:00:00,2013.0,14.0,4.0,11.0,1.0,2.0,Blue
10587,-117.82,33.71,9.0,5206,992.0,4660.0,978.0,2.885,162500.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2021-09-18 23:00:00,2011.0,34.0,200.0,3.0,5.0,4.0,Red
10588,-117.82,33.72,24.0,3260,458.0,1383.0,442.0,6.5987,272800.0,<1H OCEAN,0.0,No,5.0,Very High,2023-11-07 00:00:00,2002.0,29.0,39.0,2.0,0.0,0.0,Violet
10589,-117.81,33.73,17.0,1063,189.0,363.0,183.0,2.1719,261300.0,<1H OCEAN,0.0,No,2.0,Low,2015-04-19 21:00:00,2000.0,23.0,9.0,7.0,2.0,2.0,Blue
10590,-117.8,33.72,16.0,2617,506.0,1317.0,511.0,4.821,201400.0,<1H OCEAN,1.0,Yes,3.0,Medium,2017-01-30 05:00:00,2014.0,39.0,15.0,9.0,22.0,2.0,Blue
10591,-117.81,33.71,16.0,2666,387.0,1227.0,347.0,7.3769,302400.0,<1H OCEAN,1.0,Yes,3.0,Medium,2019-11-13 02:00:00,2019.0,25.0,130.0,1.0,2.0,1.0,Pink
10592,-117.82,33.72,24.0,3477,462.0,1593.0,484.0,6.8634,276500.0,<1H OCEAN,1.0,Yes,4.0,High,2015-01-24 04:00:00,2019.0,20.0,18.0,5.0,18.0,2.0,Blue
10593,-117.77,33.7,15.0,1392,267.0,681.0,263.0,5.4248,187200.0,<1H OCEAN,0.0,No,2.0,Low,2021-04-07 00:00:00,2001.0,13.0,193.0,7.0,10.0,0.0,Violet
10594,-117.77,33.69,14.0,1413,372.0,744.0,338.0,3.7988,184100.0,<1H OCEAN,0.0,No,2.0,Low,2025-02-26 11:00:00,2013.0,39.0,169.0,8.0,9.0,0.0,Violet
10595,-117.77,33.69,15.0,500,113.0,261.0,116.0,5.0631,154000.0,<1H OCEAN,1.0,Yes,,Low,2024-12-07 00:00:00,2022.0,13.0,120.0,9.0,22.0,2.0,Blue
10596,-117.77,33.69,16.0,1666,341.0,479.0,336.0,2.1406,55000.0,<1H OCEAN,1.0,Yes,4.0,High,2021-08-27 22:00:00,2004.0,24.0,173.0,11.0,0.0,2.0,Blue
10597,-117.78,33.69,16.0,4702,806.0,2529.0,814.0,5.1299,238900.0,<1H OCEAN,0.0,No,3.0,Medium,2016-08-26 03:00:00,2006.0,12.0,141.0,5.0,2.0,2.0,Blue
10598,-117.78,33.68,19.0,2500,331.0,1027.0,327.0,6.115,315600.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2023-10-26 07:00:00,2019.0,20.0,13.0,4.0,4.0,0.0,Violet
10599,-117.78,33.69,16.0,3400,501.0,1575.0,488.0,6.0961,295500.0,<1H OCEAN,0.0,No,5.0,Very High,2024-02-28 13:00:00,2021.0,40.0,168.0,7.0,19.0,2.0,Blue
10600,-117.8,33.69,16.0,2745,447.0,1429.0,411.0,6.8219,325500.0,<1H OCEAN,1.0,Yes,5.0,Very High,2025-02-07 07:00:00,2015.0,22.0,92.0,9.0,16.0,2.0,Blue
10601,-117.79,33.69,16.0,1532,240.0,679.0,248.0,5.7115,313900.0,<1H OCEAN,1.0,Yes,4.0,High,2019-11-28 03:00:00,2025.0,29.0,93.0,12.0,21.0,0.0,Violet
10602,-117.79,33.68,16.0,1998,308.0,818.0,299.0,6.8722,326100.0,<1H OCEAN,1.0,Yes,3.0,Medium,2015-08-31 16:00:00,2009.0,39.0,55.0,1.0,19.0,4.0,Red
10603,-117.8,33.68,14.0,2635,516.0,1150.0,499.0,4.4391,306700.0,<1H OCEAN,0.0,No,4.0,High,2016-02-19 11:00:00,2020.0,32.0,99.0,3.0,20.0,2.0,Blue
10604,-117.8,33.69,14.0,1800,362.0,874.0,373.0,4.2083,251000.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2016-08-16 20:00:00,2025.0,40.0,45.0,7.0,3.0,4.0,Red
10605,-117.8,33.69,15.0,2099,322.0,873.0,307.0,7.9887,328000.0,<1H OCEAN,0.0,No,3.0,Medium,2017-04-01 11:00:00,2008.0,22.0,135.0,9.0,2.0,0.0,Violet
10606,-117.8,33.68,5.0,623,146.0,396.0,136.0,3.631,225000.0,<1H OCEAN,0.0,No,5.0,Very High,2015-07-01 07:00:00,2003.0,40.0,59.0,6.0,4.0,3.0,Green
10607,-117.8,33.68,8.0,2032,349.0,862.0,340.0,6.9133,274100.0,<1H OCEAN,0.0,No,4.0,High,2019-07-29 15:00:00,2005.0,12.0,29.0,10.0,11.0,3.0,Green
10608,-117.81,33.67,8.0,2098,342.0,908.0,329.0,7.7589,342900.0,<1H OCEAN,0.0,No,1.0,Very Low,2025-06-02 04:00:00,2020.0,42.0,60.0,6.0,23.0,4.0,Red
10609,-117.81,33.67,8.0,2440,502.0,1113.0,483.0,4.6019,242500.0,<1H OCEAN,0.0,No,1.0,Very Low,2019-10-22 04:00:00,2021.0,19.0,194.0,7.0,7.0,2.0,Blue
10610,-117.81,33.67,9.0,1567,299.0,675.0,294.0,5.2124,199600.0,<1H OCEAN,0.0,No,2.0,Low,2022-05-10 07:00:00,2020.0,31.0,116.0,8.0,11.0,4.0,Red
10611,-117.81,33.67,9.0,2435,396.0,1194.0,385.0,7.2025,275000.0,<1H OCEAN,1.0,Yes,4.0,High,2020-05-07 00:00:00,2008.0,25.0,65.0,4.0,5.0,1.0,Pink
10612,-117.81,33.67,9.0,3279,530.0,1447.0,510.0,7.4581,296600.0,<1H OCEAN,1.0,Yes,2.0,Low,2016-01-21 05:00:00,2004.0,26.0,142.0,11.0,13.0,0.0,Violet
10613,-117.81,33.68,8.0,1964,413.0,913.0,406.0,5.1583,192200.0,<1H OCEAN,0.0,,1.0,Very Low,2020-09-01 19:00:00,2013.0,24.0,127.0,1.0,18.0,2.0,Blue
10614,-117.78,33.68,15.0,1834,330.0,841.0,309.0,6.0634,234300.0,<1H OCEAN,0.0,No,1.0,Very Low,2023-04-06 04:00:00,2020.0,13.0,29.0,11.0,20.0,3.0,Green
10615,-117.78,33.68,14.0,1750,336.0,852.0,300.0,4.6793,236800.0,<1H OCEAN,1.0,Yes,4.0,High,2020-11-21 20:00:00,2003.0,36.0,139.0,3.0,19.0,0.0,Violet
10616,-117.79,33.68,13.0,2636,416.0,1137.0,404.0,7.2118,311500.0,<1H OCEAN,0.0,No,4.0,High,2025-10-17 07:00:00,2011.0,35.0,91.0,1.0,0.0,3.0,Green
10617,-117.78,33.68,11.0,1994,477.0,849.0,411.0,4.0187,235600.0,<1H OCEAN,1.0,Yes,2.0,Low,2023-06-14 07:00:00,2022.0,23.0,82.0,8.0,17.0,2.0,Blue
10618,-117.79,33.68,9.0,1633,295.0,928.0,297.0,5.7858,265900.0,<1H OCEAN,1.0,Yes,4.0,High,2020-12-29 06:00:00,2007.0,35.0,186.0,8.0,11.0,2.0,Blue
10619,-117.79,33.68,10.0,2106,319.0,1002.0,332.0,8.735,375300.0,<1H OCEAN,1.0,Yes,2.0,Low,2019-11-26 20:00:00,2015.0,14.0,113.0,3.0,18.0,3.0,Green
10620,-117.8,33.67,5.0,2638,521.0,1179.0,480.0,5.7759,240000.0,<1H OCEAN,1.0,Yes,4.0,High,2015-07-05 00:00:00,2021.0,18.0,102.0,10.0,23.0,1.0,Pink
10621,-117.8,33.67,5.0,2487,388.0,1147.0,397.0,8.284,302500.0,<1H OCEAN,1.0,Yes,5.0,Very High,2023-11-17 09:00:00,2025.0,14.0,177.0,6.0,23.0,0.0,Violet
10622,-117.8,33.67,4.0,3345,552.0,1525.0,539.0,6.7962,329100.0,<1H OCEAN,0.0,No,3.0,Medium,2015-06-02 03:00:00,2001.0,24.0,191.0,3.0,22.0,2.0,Blue
10623,-117.81,33.69,5.0,1256,256.0,880.0,288.0,2.4233,450000.0,<1H OCEAN,1.0,Yes,4.0,High,2017-12-07 10:00:00,2013.0,37.0,36.0,3.0,21.0,1.0,Pink
10624,-117.81,33.68,4.0,1545,304.0,788.0,296.0,4.5469,500001.0,<1H OCEAN,0.0,No,2.0,Low,2025-02-10 13:00:00,2004.0,39.0,199.0,2.0,4.0,2.0,Blue
10625,-117.82,33.68,4.0,1346,213.0,603.0,219.0,8.7974,360600.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2023-02-26 16:00:00,2020.0,14.0,197.0,1.0,23.0,4.0,Red
10626,-117.82,33.68,3.0,3068,494.0,1357.0,486.0,7.9187,333600.0,<1H OCEAN,0.0,No,1.0,Very Low,2025-06-14 16:00:00,2011.0,21.0,43.0,10.0,17.0,2.0,Blue
10627,-117.82,33.67,17.0,2895,439.0,1588.0,450.0,6.276,290700.0,<1H OCEAN,1.0,Yes,2.0,Low,2025-01-21 08:00:00,2003.0,29.0,150.0,8.0,17.0,0.0,Violet
10628,-117.83,33.68,4.0,3226,838.0,1666.0,800.0,4.1652,184500.0,<1H OCEAN,1.0,Yes,5.0,Very High,2021-12-25 10:00:00,2012.0,22.0,208.0,12.0,14.0,3.0,Green
10629,-117.82,33.68,3.0,7105,1459.0,3068.0,1241.0,6.1395,358000.0,<1H OCEAN,1.0,Yes,3.0,Medium,2024-10-11 03:00:00,2007.0,19.0,69.0,5.0,19.0,3.0,Green
10630,-117.77,33.67,12.0,4329,1068.0,1913.0,978.0,4.5094,160200.0,<1H OCEAN,1.0,Yes,3.0,Medium,2025-11-27 23:00:00,2014.0,17.0,108.0,5.0,7.0,3.0,Green
10631,-117.77,33.72,10.0,2815,431.0,1181.0,398.0,6.5743,278700.0,<1H OCEAN,1.0,Yes,4.0,High,2016-08-01 13:00:00,2019.0,32.0,4.0,11.0,5.0,0.0,Violet
10632,-117.77,33.72,9.0,2153,316.0,954.0,324.0,7.8139,304700.0,<1H OCEAN,0.0,No,1.0,Very Low,2020-01-01 14:00:00,2004.0,25.0,191.0,9.0,8.0,4.0,Red
10633,-117.77,33.71,13.0,1939,247.0,928.0,244.0,8.1111,379800.0,<1H OCEAN,1.0,Yes,4.0,High,2019-06-18 13:00:00,2018.0,44.0,26.0,6.0,1.0,0.0,Violet
10634,-117.77,33.71,5.0,4050,584.0,1986.0,598.0,7.5847,375700.0,<1H OCEAN,0.0,No,3.0,Medium,2018-02-27 13:00:00,2006.0,24.0,50.0,4.0,6.0,1.0,Pink
10635,-117.77,33.71,4.0,1646,321.0,859.0,300.0,5.5631,227800.0,<1H OCEAN,0.0,No,4.0,High,2019-05-17 16:00:00,2009.0,26.0,66.0,3.0,13.0,1.0,Pink
10636,-117.78,33.71,16.0,2207,291.0,1081.0,308.0,7.3518,331200.0,<1H OCEAN,0.0,No,2.0,Low,2017-12-06 06:00:00,2006.0,28.0,12.0,5.0,8.0,3.0,Green
10637,-117.78,33.71,4.0,974,232.0,428.0,203.0,4.6141,195400.0,<1H OCEAN,0.0,No,4.0,High,2022-07-11 05:00:00,2020.0,19.0,103.0,6.0,11.0,1.0,Pink
10638,-117.79,33.73,3.0,8240,1410.0,3318.0,1270.0,7.2074,291300.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2025-02-17 09:00:00,2017.0,18.0,40.0,10.0,3.0,2.0,Blue
10639,-117.78,33.7,16.0,1663,250.0,597.0,204.0,5.409,233900.0,<1H OCEAN,1.0,Yes,4.0,High,2021-09-16 05:00:00,2011.0,40.0,117.0,10.0,5.0,4.0,Red
10640,-117.79,33.7,16.0,6259,1098.0,3785.0,1114.0,6.3298,247100.0,<1H OCEAN,1.0,Yes,2.0,Low,2023-07-21 19:00:00,2014.0,37.0,79.0,7.0,13.0,0.0,Violet
10641,-117.79,33.71,16.0,3114,463.0,1641.0,469.0,6.2162,283200.0,<1H OCEAN,0.0,No,1.0,Very Low,2017-06-09 07:00:00,2021.0,12.0,136.0,8.0,17.0,2.0,Blue
10642,-117.79,33.71,16.0,6339,862.0,3132.0,825.0,7.1069,313400.0,<1H OCEAN,1.0,Yes,4.0,High,2018-07-07 09:00:00,2025.0,34.0,123.0,3.0,14.0,4.0,Red
10643,-117.79,33.7,6.0,1593,371.0,832.0,379.0,4.4286,239500.0,<1H OCEAN,1.0,Yes,5.0,Very High,2021-07-20 16:00:00,2006.0,26.0,212.0,7.0,15.0,0.0,Violet
10644,-117.8,33.7,5.0,1549,378.0,735.0,355.0,5.2923,194000.0,<1H OCEAN,1.0,Yes,4.0,High,2015-07-24 21:00:00,2011.0,36.0,213.0,9.0,15.0,2.0,Blue
10645,-117.79,33.7,16.0,1416,249.0,636.0,244.0,5.1741,227700.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2018-02-01 06:00:00,2009.0,39.0,13.0,5.0,16.0,1.0,Pink
10646,-117.79,33.69,15.0,1875,316.0,890.0,316.0,6.5783,244800.0,<1H OCEAN,0.0,No,3.0,Medium,2020-07-12 06:00:00,2007.0,37.0,86.0,5.0,9.0,4.0,Red
10647,-117.79,33.69,16.0,3067,396.0,1275.0,372.0,8.7385,340000.0,<1H OCEAN,0.0,No,2.0,Low,2020-01-04 15:00:00,2019.0,42.0,167.0,11.0,7.0,0.0,Violet
10648,-117.8,33.69,13.0,1161,289.0,630.0,296.0,3.3438,333300.0,<1H OCEAN,0.0,No,3.0,Medium,2024-05-10 15:00:00,2001.0,12.0,112.0,4.0,4.0,3.0,Green
10649,-117.8,33.55,38.0,1757,464.0,821.0,426.0,4.1304,433300.0,<1H OCEAN,0.0,No,3.0,Medium,2020-05-19 01:00:00,2000.0,38.0,143.0,5.0,5.0,2.0,Blue
10650,-117.79,33.56,36.0,2057,329.0,658.0,309.0,7.866,500001.0,<1H OCEAN,0.0,No,4.0,High,2016-12-25 08:00:00,2023.0,27.0,68.0,8.0,20.0,1.0,Pink
10651,-117.81,33.56,24.0,6258,1003.0,1730.0,752.0,10.9601,500001.0,<1H OCEAN,1.0,Yes,2.0,Low,2020-12-19 23:00:00,2022.0,43.0,193.0,11.0,16.0,3.0,Green
10652,-117.8,33.55,35.0,2067,428.0,724.0,377.0,5.8371,500001.0,<1H OCEAN,0.0,No,3.0,Medium,2024-11-26 04:00:00,2003.0,31.0,115.0,7.0,13.0,4.0,Red
10653,-117.77,33.6,33.0,247,80.0,167.0,70.0,3.7059,237500.0,<1H OCEAN,1.0,Yes,5.0,Very High,2017-09-14 17:00:00,2016.0,25.0,129.0,10.0,18.0,4.0,Red
10654,-117.8,33.53,41.0,2017,489.0,783.0,403.0,4.1591,500001.0,<1H OCEAN,1.0,Yes,2.0,Low,2019-08-17 23:00:00,2019.0,15.0,207.0,9.0,20.0,2.0,Blue
10655,-117.78,33.54,29.0,1421,462.0,520.0,339.0,2.2969,450000.0,<1H OCEAN,0.0,No,1.0,Very Low,2020-01-15 05:00:00,2003.0,27.0,81.0,2.0,20.0,4.0,Red
10656,-117.79,33.55,39.0,5066,1292.0,1915.0,1117.0,3.821,452100.0,<1H OCEAN,0.0,No,1.0,Very Low,2019-04-01 02:00:00,2024.0,35.0,0.0,5.0,20.0,0.0,Violet
10657,-117.75,33.54,21.0,8711,1544.0,3173.0,1396.0,5.0907,378200.0,<1H OCEAN,1.0,Yes,4.0,High,2017-06-27 04:00:00,2005.0,24.0,71.0,10.0,14.0,1.0,Pink
10658,-117.77,33.51,29.0,3590,772.0,1070.0,603.0,4.4464,500001.0,<1H OCEAN,0.0,No,1.0,Very Low,2024-01-03 22:00:00,2011.0,15.0,66.0,7.0,14.0,0.0,
10659,-117.77,33.55,28.0,2024,297.0,617.0,274.0,6.7861,499100.0,<1H OCEAN,0.0,No,3.0,Medium,2015-10-29 14:00:00,2021.0,32.0,159.0,11.0,3.0,3.0,Green
10660,-117.73,33.57,5.0,11976,2495.0,4327.0,2009.0,4.8488,194400.0,<1H OCEAN,1.0,Yes,3.0,Medium,2015-02-10 01:00:00,2024.0,34.0,29.0,7.0,1.0,4.0,Red
10661,-117.86,33.67,16.0,20,5.0,15.0,5.0,3.875,450000.0,<1H OCEAN,0.0,No,1.0,Very Low,2020-04-18 23:00:00,2001.0,35.0,195.0,12.0,16.0,1.0,Pink
10662,-117.82,33.67,15.0,1010,274.0,649.0,261.0,2.5197,350000.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2017-05-18 12:00:00,2010.0,35.0,32.0,3.0,14.0,3.0,Green
10663,-117.83,33.67,17.0,2634,641.0,1454.0,560.0,3.7976,275000.0,<1H OCEAN,0.0,No,5.0,Very High,2022-06-02 23:00:00,2007.0,18.0,12.0,11.0,12.0,2.0,Blue
10664,-117.83,33.66,15.0,2355,438.0,747.0,450.0,6.5356,272800.0,<1H OCEAN,0.0,No,5.0,Very High,2022-01-05 06:00:00,2016.0,37.0,179.0,10.0,5.0,4.0,Red
10665,-117.83,33.66,16.0,1574,385.0,515.0,363.0,5.3423,291700.0,<1H OCEAN,0.0,No,2.0,Low,2019-03-14 13:00:00,2007.0,13.0,94.0,1.0,19.0,1.0,Pink
10666,-117.81,33.67,24.0,3930,661.0,1831.0,616.0,6.3767,269000.0,<1H OCEAN,0.0,No,1.0,Very Low,2017-01-26 07:00:00,2023.0,43.0,171.0,3.0,22.0,0.0,Violet
10667,-117.8,33.66,16.0,2542,498.0,1022.0,494.0,4.0,223400.0,<1H OCEAN,1.0,Yes,3.0,Medium,2017-06-21 17:00:00,2003.0,40.0,100.0,4.0,15.0,1.0,Pink
10668,-117.81,33.66,16.0,1414,191.0,635.0,230.0,10.0757,383900.0,<1H OCEAN,1.0,Yes,5.0,Very High,2017-09-15 18:00:00,2025.0,35.0,15.0,12.0,18.0,4.0,Red
10669,-117.81,33.66,20.0,2851,490.0,1192.0,463.0,5.8752,274200.0,<1H OCEAN,0.0,No,2.0,Low,2024-06-17 04:00:00,2018.0,34.0,108.0,10.0,11.0,4.0,Red
10670,-117.82,33.66,24.0,4227,641.0,1605.0,589.0,6.4238,278400.0,<1H OCEAN,1.0,Yes,4.0,High,2017-11-28 14:00:00,2003.0,14.0,168.0,10.0,13.0,2.0,Blue
10671,-117.84,33.64,11.0,6840,1689.0,6083.0,1629.0,2.4132,198300.0,<1H OCEAN,1.0,Yes,4.0,High,2023-03-29 20:00:00,2018.0,22.0,214.0,3.0,2.0,1.0,Pink
10672,-117.87,33.61,25.0,2267,359.0,866.0,348.0,7.79,500001.0,<1H OCEAN,0.0,No,4.0,High,2023-05-04 13:00:00,2009.0,32.0,102.0,8.0,3.0,0.0,Violet
10673,-117.86,33.61,15.0,3191,482.0,930.0,447.0,8.6001,500001.0,<1H OCEAN,0.0,No,2.0,Low,2015-04-15 07:00:00,2009.0,38.0,205.0,2.0,6.0,3.0,Green
10674,-117.88,33.55,27.0,2278,316.0,772.0,304.0,10.1275,500001.0,<1H OCEAN,0.0,No,1.0,Very Low,2015-09-13 12:00:00,2004.0,29.0,37.0,8.0,2.0,4.0,Red
10675,-117.84,33.6,21.0,4281,582.0,1443.0,576.0,9.0519,500001.0,<1H OCEAN,1.0,Yes,5.0,Very High,2015-05-05 05:00:00,2013.0,40.0,206.0,5.0,18.0,3.0,Green
10676,-117.86,33.62,23.0,3166,411.0,1092.0,345.0,7.9367,500001.0,<1H OCEAN,1.0,Yes,4.0,High,2015-04-05 04:00:00,2017.0,34.0,153.0,2.0,22.0,2.0,Blue
10677,-117.86,33.62,17.0,2975,371.0,1247.0,398.0,10.1989,500001.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2023-06-17 18:00:00,2008.0,40.0,115.0,8.0,0.0,4.0,Red
10678,-117.85,33.62,18.0,729,105.0,316.0,108.0,10.3893,500001.0,<1H OCEAN,1.0,Yes,3.0,Medium,2020-02-22 14:00:00,2017.0,32.0,184.0,10.0,20.0,0.0,Violet
10679,-117.85,33.61,14.0,4340,741.0,1505.0,670.0,7.5674,500001.0,<1H OCEAN,0.0,No,4.0,High,2020-03-06 02:00:00,2001.0,32.0,15.0,5.0,23.0,1.0,Pink
10680,-117.85,33.62,13.0,5192,658.0,1865.0,662.0,15.0001,500001.0,<1H OCEAN,0.0,No,4.0,High,2018-02-19 17:00:00,2019.0,31.0,188.0,7.0,18.0,4.0,Red
10681,-117.86,33.63,17.0,3095,551.0,1175.0,534.0,5.3099,500001.0,<1H OCEAN,1.0,Yes,3.0,Medium,2019-03-20 00:00:00,2025.0,19.0,35.0,4.0,13.0,4.0,Red
10682,-117.77,33.54,28.0,3404,497.0,1134.0,466.0,7.2217,500001.0,<1H OCEAN,0.0,No,5.0,Very High,2017-03-07 21:00:00,2018.0,32.0,108.0,9.0,1.0,4.0,Red
10683,-117.76,33.54,28.0,2250,329.0,826.0,323.0,6.9257,466400.0,<1H OCEAN,1.0,Yes,2.0,Low,2024-04-24 10:00:00,2002.0,13.0,215.0,2.0,2.0,2.0,Blue
10684,-117.77,33.54,47.0,3090,652.0,1105.0,582.0,4.1699,373700.0,<1H OCEAN,1.0,Yes,2.0,Low,2018-09-30 00:00:00,2015.0,45.0,18.0,1.0,3.0,0.0,Violet
10685,-117.77,33.53,46.0,1033,223.0,462.0,224.0,3.2708,384700.0,<1H OCEAN,0.0,No,2.0,Low,2025-01-29 23:00:00,2008.0,35.0,185.0,3.0,10.0,1.0,Pink
10686,-117.8,33.52,50.0,1152,341.0,519.0,225.0,3.053,500001.0,<1H OCEAN,1.0,Yes,3.0,Medium,2023-01-28 19:00:00,2008.0,13.0,93.0,7.0,0.0,1.0,Pink
10687,-117.76,33.53,28.0,3085,499.0,1176.0,480.0,7.9794,426100.0,<1H OCEAN,0.0,No,3.0,Medium,2020-08-26 00:00:00,2011.0,16.0,72.0,8.0,23.0,2.0,Blue
10688,-117.76,33.53,18.0,3224,561.0,1310.0,580.0,8.4614,391900.0,<1H OCEAN,0.0,No,3.0,Medium,2019-04-04 03:00:00,2012.0,30.0,23.0,1.0,19.0,4.0,Red
10689,-117.76,33.53,24.0,2105,346.0,712.0,332.0,10.6349,500001.0,<1H OCEAN,0.0,No,1.0,Very Low,2017-03-31 07:00:00,2024.0,44.0,193.0,9.0,12.0,1.0,Pink
10690,-117.77,33.53,32.0,3116,661.0,1105.0,543.0,5.1837,445600.0,<1H OCEAN,1.0,Yes,1.0,Very Low,2023-07-16 23:00:00,2016.0,23.0,110.0,7.0,10.0,3.0,Green
10691,-117.78,33.51,44.0,1833,331.0,515.0,268.0,6.6178,500001.0,<1H OCEAN,0.0,No,5.0,Very High,2025-09-01 02:00:00,2024.0,26.0,3.0,1.0,18.0,0.0,Violet
10692,-117.73,33.63,15.0,2874,592.0,1382.0,586.0,5.5137,161800.0,<1H OCEAN,0.0,No,4.0,High,2022-01-10 18:00:00,2016.0,43.0,65.0,2.0,1.0,3.0,Green
10693,-117.74,33.62,16.0,4134,740.0,2103.0,745.0,5.6877,231400.0,<1H OCEAN,1.0,Yes,3.0,Medium,2020-09-25 06:00:00,2008.0,34.0,155.0,5.0,17.0,4.0,Red
10694,-117.75,33.64,9.0,2499,492.0,1111.0,542.0,5.5342,182300.0,<1H OCEAN,1.0,Yes,2.0,Low,2022-04-02 09:00:00,2000.0,42.0,97.0,4.0,4.0,3.0,Green
10695,-117.72,33.62,21.0,2322,518.0,662.0,457.0,3.1679,110000.0,<1H OCEAN,1.0,Yes,5.0,Very High,2024-07-22 13:00:00,2013.0,38.0,158.0,11.0,16.0,4.0,Red
10696,-117.72,33.62,19.0,1144,268.0,365.0,279.0,2.8583,105800.0,<1H OCEAN,0.0,No,5.0,Very High,2025-12-07 10:00:00,2001.0,16.0,115.0,2.0,1.0,3.0,Green
10697,-117.71,33.61,25.0,3004,718.0,891.0,626.0,2.395,80300.0,<1H OCEAN,0.0,No,2.0,Low,2015-03-24 01:00:00,2013.0,29.0,125.0,8.0,16.0,4.0,Red
10698,-117.72,33.63,15.0,1362,255.0,378.0,202.0,1.9,162500.0,<1H OCEAN,1.0,Yes,5.0,Very High,2021-01-24 22:00:00,2019.0,39.0,166.0,10.0,17.0,2.0,Blue
10699,-117.72,33.62,19.0,5777,1261.0,1711.0,1225.0,2.7634,86900.0,<1H OCEAN,0.0,No,1.0,Very Low,2021-08-05 12:00:00,2016.0,40.0,181.0,6.0,13.0,0.0,Violet
10700,-117.73,33.61,16.0,590,130.0,178.0,121.0,4.8611,186800.0,<1H OCEAN,0.0,No,2.0,Low,2016-05-18 04:00:00,2001.0,42.0,123.0,9.0,2.0,0.0,Violet
